"part","type","range","value","country"
"ag","dense","high",41176239.3702561,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",134169341.12471,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",145849809.60757,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",157536671.893607,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",117112068.786766,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",127350530.841507,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",137514162.834439,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",37037570.465536,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",43997850.9387355,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50973585.0193842,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",29927430.832606,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",35565762.7856004,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",41182677.7888542,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",134117853.583471,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",145704363.611667,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",157473903.255674,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",117108434.95308,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",127297887.62261,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",137418847.350538,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",37036474.3398895,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",44000263.6248626,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50935326.6991865,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",29927067.4491252,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",35551487.8025317,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",41195685.3317145,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",134111386.133992,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",145794521.179692,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",157447730.767356,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",117171800.631652,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",127348069.406129,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",137512581.21741,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",37036459.2021011,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",44028787.5910032,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50964838.0023061,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",29919772.745302,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",35558707.7096006,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",41177702.6433183,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",134106727.748932,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",145779041.182275,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",157466801.246319,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",117085952.997515,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",127253277.616585,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",137449868.127515,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",37036546.7259305,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",44000611.4789797,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50968541.2795924,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",29936327.3755585,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",35568883.4771478,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",41213134.3084639,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",134077910.946317,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",145711602.819627,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",157408500.28982,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",117115644.522387,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",127302654.637661,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",137537074.47681,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",37013700.8137303,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",43992795.8930447,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50949807.5544063,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",29922033.6383628,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",35560740.4419417,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",41179008.1815292,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",134168125.288268,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",145775983.121723,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",157530921.697604,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",117108838.894264,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",127289012.21283,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",137536553.999943,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",37037047.7653253,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",44019612.053343,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",51015307.2648838,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",29930580.3865989,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",35557702.0451316,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",41204774.0376041,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",133991343.672593,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",145703243.352082,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",157337914.518477,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",117094502.060169,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",127329231.739675,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",137497555.514227,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",37023763.5222198,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",44007059.9026568,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",50967438.9550663,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",29925458.2254934,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",35550673.6330374,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",41178568.7810152,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",134217362.338723,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",145851097.742184,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",157527808.825611,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",117136182.267495,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",127291112.592682,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",137499007.828734,"cymn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",11789509609.5854,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",14009104649.8535,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",16228384151.0246,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12405612578.7884,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14741091806.3891,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17076315632.245,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",42694385011.3478,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",46412241547.7523,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",50135825632.8877,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48542552009.0314,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52772953894.6706,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57001891556.3811,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",11786994609.8557,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",14005606232.4683,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",16226757675.2554,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12407362979.8382,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14742956121.7727,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17081160421.6815,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",42709747069.8467,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",46430673646.4684,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",50150615508.7392,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48545374121.0347,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52771261908.669,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57001255802.1839,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",11793369799.2698,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",14011813039.5661,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",16230516627.0107,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12407440748.5582,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14741542701.6587,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17076006261.0338,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",42672006699.1499,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",46387772103.8909,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",50108705943.8222,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48545722553.1002,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52774608586.6583,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57005615030.5279,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",11787856327.7191,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",14004138275.7404,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",16221680542.2215,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12407766570.8851,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14740998796.8482,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17074509961.2093,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",42673731551.2862,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",46392391574.007,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",50106906979.048,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48551546479.4717,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52781824006.6362,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57007984401.2112,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",11785983149.443,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",14003809240.4935,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",16220789331.588,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12401885311.1007,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14736134368.7681,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17068686986.3934,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",42688190799.6218,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",46411346999.1508,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",50128227995.2127,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48531614992.7807,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52761321565.7757,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",56990949297.3681,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",11795869557.2494,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",14013766582.4362,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",16233134470.4437,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12408441444.2406,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14741766878.4775,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17075958682.3027,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",42703262341.47,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",46425300607.0543,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",50146074106.9233,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48547996870.9444,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52780110804.9208,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57009776958.8162,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",11782612334.5231,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",14000454818.1864,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",16216968683.2268,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12405032793.0395,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14740037682.5564,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17073351300.8526,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",42706015193.8752,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",46429128457.4707,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",50150851552.8868,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48548165597.1366,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52780609319.576,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57010514129.153,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",11785676163.4784,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",14004989858.4819,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",16223414600.6863,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12406090150.6757,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14741718486.3296,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17077638304.6947,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",42691404206.7994,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",46410642751.8502,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",50133362185.1784,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48555449955.2844,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52788041397.9537,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57019958143.988,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",11780340546.361,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",13997806109.3204,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",16214933630.4434,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12404160822.5277,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14738806118.7334,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17073258076.5439,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",42669756604.1637,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",46388121611.0045,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",50104731070.4498,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48546560584.139,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52775048983.476,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57006909718.0861,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",11781925769.5046,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",13998649230.1834,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",16215145641.2558,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",12407765469.5172,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",14742111850.7844,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",17076565949.7595,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",42676480462.2426,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",46394982549.6902,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",50116158063.6801,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",48543849323.3911,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",52773180526.9753,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",57007451574.1234,"cuba_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",285740137.002198,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","sparse","mean",339429011.401433,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","sparse","high",393287122.660152,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","dense","low",179572738.046201,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","dense","mean",213330884.77118,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","dense","high",247113174.007318,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","sparse","low",1034903147.3314,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","sparse","mean",1124955792.50755,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","sparse","high",1215177787.7984,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","dense","low",702565396.343074,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","dense","mean",763697682.699718,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","dense","high",824929072.098641,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","sparse","low",285714308.052978,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","sparse","mean",339605225.312434,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","sparse","high",393367464.981339,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","dense","low",179551647.637197,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","dense","mean",213381740.215892,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","dense","high",247166541.865479,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","sparse","low",1034871850.88188,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","sparse","mean",1125060751.39183,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","sparse","high",1214978426.50525,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","dense","low",702883454.651671,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","dense","mean",764283770.776798,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","dense","high",825536038.161885,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","sparse","low",285836581.979452,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","sparse","mean",339672651.224786,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","sparse","high",393416538.530391,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","dense","low",179606568.377873,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","dense","mean",213437701.756153,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","dense","high",247172939.571882,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","sparse","low",1034950101.78729,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","sparse","mean",1125187131.68844,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","sparse","high",1215383146.60161,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","dense","low",702800355.99336,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","dense","mean",764164392.257648,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","dense","high",825220156.809413,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","sparse","low",285818097.684477,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","sparse","mean",339674476.094035,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","sparse","high",393385033.549716,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","dense","low",179606496.86789,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","dense","mean",213387243.03376,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","dense","high",247170056.112711,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","sparse","low",1035530491.17253,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","sparse","mean",1125617586.75921,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","sparse","high",1215755275.07518,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","dense","low",702693430.631899,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","dense","mean",763887952.09097,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"bg","dense","high",825046044.339468,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
"ag","sparse","low",285743750.229694,"dr_mar_benhab4m_2021_REPAIRED_gridcode.tif.vat.dbf"
