"part","type","range","value","country"
"ag","dense","low",3297152.42300106,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",3918299.23245378,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",4536981.44011805,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",19080714.1579166,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",20727272.2902165,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",22398244.680374,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",12907330.6377975,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",14045513.6341437,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",15157227.5053681,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",5264413.14178328,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",6257078.41272919,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",7249274.41240762,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",3296829.04480112,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",3917902.5354762,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",4538048.58190825,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",19053866.6673164,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",20730744.075917,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",22393145.2899152,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",12917229.5107121,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",14034329.2784845,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",15130110.3369542,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",5263235.75450019,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",6255630.63801269,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",7243721.37275646,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",3296860.51503536,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",3922587.18330335,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",4540028.48401666,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",19074517.7413589,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",20751039.0107185,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",22392557.6503051,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",12901822.0343443,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",14034383.4177856,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",15163906.671352,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",5264771.98715829,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",6250633.4042406,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",7250338.51155937,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",3299916.80077119,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",3918709.91035403,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",4540271.53806764,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",19078869.5571441,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",20709694.8225487,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",22389253.6536596,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",12900783.2629613,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",14015392.1848311,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",15148949.5028951,"sintmaarten_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",1682745.21626031,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",2002751.32605348,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",2318647.22649284,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",38477603.0380746,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",45722935.5900757,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",52961407.032078,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",6094859.65249651,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",6635637.1037473,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",7168306.864584,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",150524063.322137,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",163712458.510804,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",176815820.220279,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",1682367.26747583,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",2003536.33260112,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",2317785.798959,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",38477596.7975744,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",45723528.5388392,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",52965529.8251744,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",6100086.15735132,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",6645240.50022622,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",7176194.17479114,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",150516897.854039,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",163703562.312869,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",176745773.558118,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",1687512.6549371,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",2005132.49704751,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",2317509.86910921,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",38484907.9887611,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",45727202.156032,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",52953988.1262186,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",6098926.1337385,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",6631173.87253581,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",7151164.61122587,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",150519966.121916,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",163684167.025243,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",176832496.439533,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",1684251.32511501,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",2005933.11551634,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",2319244.19304942,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",38479061.603961,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",45732647.3054396,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",52971083.661731,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",6103161.52578373,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",6637073.89983813,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",7164457.27116839,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",150595205.830982,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",163685950.628225,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",176856266.462461,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",1688804.09275214,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",2004668.13866564,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",2320734.86634637,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",38478616.6643584,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",45724015.9920192,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",52968601.5302988,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",6096969.25750919,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",6627656.46177191,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",7164057.73025107,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",150560276.7714,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",163739890.92755,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",176821697.365474,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",1684425.39752086,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",2002411.40339047,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",2319496.41285276,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",38492428.4208046,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",45732243.882638,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",52955579.1300752,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",6104109.13016161,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",6637809.23783092,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",7152451.7704446,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",150532607.549688,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",163601525.793268,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",176750413.218723,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",1683607.29133021,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",2003916.08737965,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",2320362.80180866,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",38499425.6251342,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",45731073.6843736,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",52960513.0252525,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",6099959.02266088,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",6634820.62161886,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",7166005.89195192,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",150539302.188581,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",163628922.476776,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",176786975.400446,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",1681682.78584982,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",1999769.85048775,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",2318019.46036967,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",38470431.4915955,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",45694259.214368,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",52956165.9221018,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",6091856.90114434,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",6637005.12557455,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",7152131.57885349,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",150582894.252826,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",163664947.126179,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",176808934.283422,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",1680835.48668241,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",2001701.11314789,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",2317681.81105253,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",38481721.008183,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",45744100.154157,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",52975737.5442318,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",6097685.26317247,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",6624131.5620139,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",7161665.30356907,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",150547588.921182,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",163753883.697642,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",176832489.543691,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",1685255.06755284,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",1999656.73280886,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",2322661.65189221,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",38492932.2605372,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",45716097.4839844,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",52961111.180091,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",6115194.344311,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",6630800.12736256,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",7161811.45904581,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",150565357.972326,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",163715409.359212,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",176795364.544023,"skn_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",48288.9286133134,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",56748.1510754621,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",66722.8188976868,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",8177.10439488577,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",9789.07572517385,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",11304.9095427756,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",176072.910298633,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",191356.881501554,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",205052.660553691,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",32659.4658981099,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",35151.3839697573,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",36944.5833959144,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",48375.6848667897,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",57232.8239219835,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",66456.0377251894,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",8105.66125636349,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",9690.95521222982,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",11397.2541987712,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",175821.947800132,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",190811.567933266,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",205258.330075347,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",32696.9250704672,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",35451.5589013041,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",36980.1169106272,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",48212.2488028154,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",57478.8633287108,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",66797.6319873711,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",8152.71531787586,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",9742.79732317905,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",11422.5326752362,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",175108.297498162,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",190215.003241496,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",207744.361047673,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",32398.6047212698,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",34761.3517922797,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",37694.8842915282,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",48306.1996750985,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",57933.4626951428,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",66678.6823537961,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",8132.60550332627,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",9675.48516934322,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",11050.1447261335,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",175967.574300381,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",191164.97551982,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",205815.141604943,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",32697.9806787841,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",35299.6869196849,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",37961.824406772,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",48779.7220717552,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",57405.4314924654,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",67243.4127404652,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",8328.03212946029,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",9761.66927218497,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",11203.4700609667,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",175468.768150753,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",189093.341823264,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",207581.170349673,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",31581.4054363,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",35527.4264860534,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",37256.8423460577,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",48229.8393622056,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",58605.5634272215,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",67483.0951890872,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",8122.71113819433,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",9785.96894657175,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",11279.6686047688,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",174581.340688284,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",190224.688742804,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",204855.197354097,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",31635.0844927508,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",33931.4997736959,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",37037.4090156203,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",48383.9489499753,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",57440.2551060607,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",67055.2024947731,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",8223.68125862634,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",9942.40688729306,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",11292.7909625087,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",174236.265243191,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",189667.319013269,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",203742.705299585,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",31617.1553711448,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",34403.4940896108,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",37703.5581755717,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",48160.3941364899,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",57386.7900376226,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",66777.03693092,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",8142.56452308632,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",9800.35579408669,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",11268.9047084315,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",176412.416719679,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",191945.903074382,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",206741.019981292,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",31411.3133666549,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",34628.2572669964,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",37274.931202119,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",47935.15756712,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",57798.3552127494,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",66684.3809239619,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",8269.39058058998,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",9646.16387137977,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",11139.4559891964,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",177908.022433597,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",190441.094156132,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",205943.254667826,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",31844.5286503749,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",34614.7503629522,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",37821.0068075065,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",48062.2824909008,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",57447.7050750639,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",67005.5856775013,"barbados_mar_benhab4m_2021_gridcode.tif.vat.dbf"
